"Forest:95|Swamp:5", "Forest:80|Swamp:20", "Forest:15|Swamp:20|Monsoon Forest:5|Rainforest:60", "Plains:5|Forest:90|Swamp:5", "Swamp:95|Rainforest:5", "Swamp:100", "Swamp:35|Rainforest:65", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Forest:5|Swamp:95", "Forest:5|Swamp:95", "Swamp:100", "Swamp:100", "Forest:5|Swamp:95", "Plains:10|Forest:75|Swamp:15", "Forest:65|Swamp:35", "Forest:55|Swamp:45", "Forest:100", "Plains:10|Forest:85|Swamp:5", "Plains:10|Forest:85|Swamp:5", "Forest:60|Swamp:40", "Plains:40|Forest:60", "Plains:100", "Plains:90|Forest:10", "Plains:90|Forest:10", "Plains:15|Forest:85", "Swamp:100", "Artic Marsh:80|Swamp:20", "Artic Marsh:90|Swamp:10", "Artic Marsh:100", "Swamp:100", "Artic Marsh:70|Swamp:30", "Artic Marsh:5|Forest:20|Swamp:75", "Artic Marsh:15|Swamp:85", "Boreal:5|Artic Marsh:85|Swamp:10", "Swamp:100", "Swamp:100", "Artic Marsh:5|Swamp:95"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:4|Ocean:96", "Swamp:10|Ocean:90", "Swamp:33|Ocean:67", "Forest:6|Swamp:60|Ocean:34", "Monsoon Forest:23|Rainforest:44|Ocean:33", "Rainforest:59|Ocean:41", "Monsoon Forest:28|Rainforest:44|Ocean:28", "Rainforest:23|Ocean:77", "Rainforest:62|Ocean:38", "Forest:24|Swamp:27|Ocean:49", "Forest:45|Swamp:53|Ocean:2", "Forest:4|Swamp:2|Rainforest:54|Ocean:40", "Savannah:14|Monsoon Forest:60|Rainforest:1|Ocean:25", "Forest:69|Swamp:3|Ocean:28", "Monsoon Forest:3|Rainforest:72|Ocean:25", "Forest:19|Swamp:72|Ocean:9", "Forest:69|Swamp:21|Ocean:10", "Plains:35|Forest:62|Ocean:3", "Plains:98|Ocean:2", "Desert:10|Plains:90", "Forest:80|Swamp:20", "Plains:5|Forest:95", "Desert:5|Plains:70|Forest:25", "Plains:65|Forest:35", "Forest:30|Swamp:70", "Plains:70|Forest:30", "Plains:45|Forest:55", "Plains:100", "Plains:20|Forest:80", "Plains:100", "Plains:70|Forest:30", "Plains:85|Forest:15", "Plains:55|Forest:45", "Desert:5|Plains:70|Forest:25", "Desert:25|Plains:75"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:2|Ocean:98", "Swamp:5|Ocean:95", "Swamp:30|Ocean:70", "Forest:33|Swamp:7|Ocean:60", "Monsoon Forest:63|Rainforest:12|Ocean:25", "Monsoon Forest:48|Rainforest:13|Ocean:39", "Rainforest:50|Ocean:50", "Rainforest:47|Ocean:53", "Plains:13|Forest:21|Ocean:66", "Savannah:35|Monsoon Forest:38|Ocean:27", "Monsoon Forest:3|Rainforest:25|Ocean:72", "Savannah:3|Monsoon Forest:30|Rainforest:11|Ocean:56", "Monsoon Forest:2|Rainforest:42|Ocean:56", "Savannah:2|Monsoon Forest:38|Rainforest:4|Ocean:56", "Swamp:1|Monsoon Forest:24|Rainforest:30|Ocean:45", "Forest:64|Ocean:36", "Plains:25|Forest:59|Ocean:16", "Plains:70|Forest:24|Ocean:6", "Plains:33|Forest:65|Ocean:2", "Plains:5|Forest:80|Swamp:15", "Forest:45|Swamp:55", "Forest:50|Swamp:50", "Plains:85|Forest:15", "Plains:10|Forest:90", "Plains:90|Forest:10", "Plains:65|Forest:35", "Desert:30|Plains:70", "Plains:55|Forest:45", "Desert:60|Plains:40", "Plains:70|Forest:30", "Plains:5|Forest:75|Swamp:20", "Plains:10|Forest:80|Swamp:10", "Forest:50|Swamp:50", "Plains:25|Forest:75"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:8|Ocean:92", "Forest:10|Swamp:1|Ocean:89", "Plains:20|Forest:11|Ocean:69", "Plains:4|Forest:10|Savannah:3|Monsoon Forest:11|Ocean:72", "Monsoon Forest:55|Ocean:45", "Monsoon Forest:31|Rainforest:14|Ocean:55", "Savannah:83|Ocean:17", "Plains:46|Forest:48|Ocean:6", "Savannah:3|Monsoon Forest:76|Rainforest:6|Ocean:15", "Monsoon Forest:6|Rainforest:68|Ocean:26", "Forest:41|Swamp:4|Ocean:55", "Forest:25|Swamp:25|Ocean:50", "Swamp:22|Ocean:78", "Rainforest:16|Ocean:84", "Swamp:24|Ocean:76", "Forest:33|Swamp:34|Ocean:33", "Forest:36|Swamp:46|Ocean:18", "Forest:9|Swamp:85|Ocean:6", "Forest:40|Swamp:60", "Forest:25|Swamp:75", "Plains:35|Forest:60|Swamp:5", "Plains:70|Forest:30", "Desert:10|Plains:90", "Plains:100", "Plains:70|Forest:30", "Plains:90|Forest:10", "Plains:10|Forest:90", "Plains:100", "Plains:15|Forest:85", "Plains:35|Forest:65", "Forest:5|Swamp:95", "Plains:15|Forest:85"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Plains:10|Ocean:90", "Plains:49|Forest:5|Ocean:46", "Plains:2|Savannah:75|Ocean:23", "Savannah:77|Monsoon Forest:15|Ocean:8", "Monsoon Forest:44|Rainforest:50|Ocean:6", "Monsoon Forest:36|Rainforest:60|Ocean:4", "Hot Desert:5|Savannah:91|Ocean:4", "Monsoon Forest:75|Rainforest:21|Ocean:4", "Monsoon Forest:2|Rainforest:62|Ocean:36", "Forest:23|Swamp:22|Ocean:55", "Plains:9|Forest:1|Ocean:90", "Forest:5|Swamp:5|Ocean:90", "Rainforest:3|Ocean:97", "Forest:8|Swamp:10|Ocean:82", "Swamp:41|Ocean:59", "Plains:18|Forest:43|Ocean:39", "Swamp:79|Ocean:21", "Swamp:88|Ocean:12", "Forest:15|Swamp:79|Ocean:6", "Plains:77|Forest:20|Ocean:3", "Plains:52|Forest:45|Ocean:3", "Desert:55|Plains:43|Ocean:2", "Plains:80|Forest:20", "Plains:90|Forest:10", "Plains:95|Forest:5", "Plains:70|Forest:30", "Plains:80|Forest:20", "Forest:100", "Forest:55|Swamp:45", "Plains:5|Forest:55|Swamp:40"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Plains:7|Forest:16|Ocean:77", "Plains:41|Ocean:59", "Plains:66|Savannah:10|Monsoon Forest:10|Ocean:14", "Savannah:38|Monsoon Forest:56|Ocean:6", "Monsoon Forest:15|Rainforest:85", "Savannah:50|Monsoon Forest:50", "Savannah:4|Monsoon Forest:89|Ocean:7", "Forest:21|Swamp:54|Ocean:25", "Monsoon Forest:14|Rainforest:66|Ocean:20", "Swamp:30|Ocean:70", "Forest:7|Swamp:4|Ocean:89", "Ocean:100", "Ocean:100", "Swamp:10|Ocean:90", "Forest:17|Swamp:1|Ocean:82", "Swamp:30|Ocean:70", "Swamp:43|Ocean:57", "Swamp:60|Ocean:40", "Swamp:76|Ocean:24", "Forest:18|Swamp:72|Ocean:10", "Plains:10|Forest:75|Swamp:4|Ocean:11", "Forest:89|Swamp:10|Ocean:1", "Plains:60|Forest:39|Ocean:1", "Plains:100", "Plains:100", "Plains:100", "Plains:90|Forest:10", "Plains:5|Forest:95", "Plains:10|Forest:90"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:4|Ocean:96", "Plains:5|Forest:7|Ocean:88", "Plains:35|Forest:22|Ocean:43", "Plains:40|Forest:38|Ocean:22", "Monsoon Forest:80|Rainforest:20", "Savannah:10|Monsoon Forest:90", "Savannah:25|Monsoon Forest:67|Ocean:8", "Forest:86|Ocean:14", "Savannah:5|Monsoon Forest:58|Rainforest:4|Ocean:33", "Forest:28|Swamp:6|Monsoon Forest:5|Rainforest:9|Ocean:52", "Forest:13|Swamp:13|Ocean:74", "Plains:18|Ocean:82", "Forest:4|Swamp:1|Ocean:95", "Forest:3|Swamp:1|Ocean:96", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:1|Ocean:99", "Swamp:5|Ocean:95", "Plains:22|Forest:5|Ocean:73", "Plains:26|Forest:17|Ocean:57", "Plains:37|Forest:40|Ocean:23", "Plains:15|Forest:84|Ocean:1", "Plains:4|Forest:81|Swamp:8|Ocean:7", "Desert:5|Plains:85|Forest:4|Ocean:6", "Plains:64|Forest:31|Ocean:5", "Desert:5|Plains:95", "Plains:15|Forest:80|Swamp:5", "Plains:55|Forest:45"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Forest:3|Monsoon Forest:14|Ocean:83", "Plains:12|Forest:14|Ocean:74", "Forest:45|Swamp:12|Ocean:43", "Savannah:32|Monsoon Forest:30|Ocean:38", "Monsoon Forest:11|Rainforest:50|Ocean:39", "Forest:16|Swamp:58|Ocean:26", "Rainforest:74|Ocean:26", "Rainforest:75|Ocean:25", "Forest:27|Swamp:1|Ocean:72", "Plains:35|Forest:22|Ocean:43", "Monsoon Forest:11|Rainforest:12|Ocean:77", "Plains:5|Forest:19|Ocean:76", "Swamp:4|Ocean:96", "Swamp:1|Ocean:99", "Ocean:100", "Ocean:100", "Swamp:3|Ocean:97", "Forest:9|Ocean:91", "Plains:16|Forest:4|Swamp:6|Ocean:74", "Plains:4|Forest:22|Ocean:74", "Plains:35|Forest:17|Ocean:48", "Plains:38|Forest:13|Ocean:49", "Forest:64|Swamp:16|Ocean:20", "Desert:4|Plains:85|Ocean:11", "Plains:85|Forest:15", "Forest:75|Swamp:25", "Plains:20|Forest:80"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:7|Ocean:93", "Savannah:6|Monsoon Forest:10|Ocean:84", "Monsoon Forest:23|Rainforest:1|Ocean:76", "Monsoon Forest:18|Rainforest:4|Ocean:78", "Rainforest:29|Ocean:71", "Rainforest:26|Ocean:74", "Swamp:39|Ocean:61", "Rainforest:36|Ocean:64", "Rainforest:16|Ocean:84", "Forest:10|Swamp:21|Rainforest:2|Ocean:67", "Plains:12|Ocean:88", "Forest:26|Ocean:74", "Forest:1|Swamp:2|Ocean:97", "Rainforest:1|Ocean:99", "Ocean:100", "Ocean:100", "Swamp:2|Ocean:98", "Swamp:3|Ocean:97", "Forest:10|Swamp:1|Ocean:89", "Forest:11|Ocean:89", "Plains:5|Forest:25|Ocean:70", "Forest:11|Swamp:15|Ocean:74", "Plains:20|Forest:7|Ocean:73", "Plains:45|Ocean:55", "Desert:12|Plains:67|Ocean:21", "Forest:92|Swamp:5|Ocean:3", "Forest:15|Swamp:85"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Rainforest:8|Ocean:92", "Rainforest:11|Ocean:89", "Monsoon Forest:10|Rainforest:1|Ocean:89", "Swamp:3|Ocean:97", "Rainforest:1|Ocean:99", "Rainforest:15|Ocean:85", "Rainforest:14|Ocean:86", "Rainforest:25|Ocean:75", "Forest:3|Swamp:2|Ocean:95", "Swamp:1|Ocean:99", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Forest:3|Swamp:3|Ocean:94", "Plains:9|Ocean:91", "Plains:14|Ocean:86", "Plains:45|Ocean:55", "Plains:19|Forest:44|Ocean:37", "Plains:5|Forest:73|Ocean:22", "Plains:1|Forest:78|Swamp:9|Ocean:12"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:4|Ocean:96", "Swamp:3|Ocean:97", "Desert:1|Plains:10|Ocean:89", "Desert:1|Plains:5|Ocean:94", "Plains:17|Ocean:83", "Plains:20|Ocean:80", "Desert:1|Plains:27|Ocean:72"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Rainforest:1|Ocean:99", "Rainforest:2|Ocean:98", "Swamp:2|Ocean:98", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:3|Ocean:97", "Swamp:7|Ocean:93", "Plains:3|Forest:1|Ocean:96", "Plains:3|Ocean:97", "Ocean:100", "Plains:1|Ocean:99", "Forest:2|Ocean:98"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Savannah:2|Ocean:98", "Ocean:100", "Forest:1|Swamp:1|Ocean:98", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:1|Ocean:99", "Plains:1|Ocean:99", "Plains:2|Ocean:98", "Ocean:100", "Ocean:100", "Ocean:100"
