"", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"", "", "Zinc:793.25", "Iron:610.59", "", "Iron:103.3", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"", "Iron:924.84", "", "", "Iron:688.79", "Iron:759.26", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"", "Iron:656.49", "", "Iron:1010.38", "", "", "", "", "", "Iron:637.46", "", "Iron:690.57", "", "", "Iron:718.51", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"", "", "", "", "", "Iron:515.43", "", "", "", "", "Iron:1177.52", "", "Iron:1333.76", "Iron:1032.97", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"", "", "", "", "", "Iron:330.93", "Iron:324.47", "", "", "Iron:1136.76", "", "", "Iron:898.83", "", "Iron:1139.68|Zinc:1035.78", "", "Iron:714.77", "Iron:65.29", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:888.62", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"", "", "", "", "", "", "", "", "", "", "Iron:860.31", "Iron:962.54", "", "", "", "", "", "", "Iron:991.9", "", "", "Iron:252.6", "", "", "Iron:109.53", "Iron:34.51", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"", "", "", "", "", "", "", "", "", "Iron:429.28", "", "", "", "Copper:1013.45", "", "", "", "", "", "", "", "", "", "", "Iron:477.91", "Iron:174.6", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"", "", "", "", "", "", "Iron:12.24", "", "", "", "", "", "", "", "", "", "", "Iron:1131.52", "", "", "", "", "Iron:1033", "", "", "Iron:836.8", "Iron:403.95", "Iron:415.79", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"", "", "", "", "", "Iron:14.52", "", "", "", "", "", "", "", "", "", "Iron:1009.27", "Iron:1282.1", "", "Iron:1026.11", "", "", "", "", "Zinc:1326.77", "", "", "", "Zinc:832.85", "Zinc:985.08", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"", "", "", "", "", "", "", "", "", "", "Iron:9.61", "", "", "", "", "Iron:1116.07", "", "", "", "Iron:1422.12", "", "", "Iron:1047.57", "", "Iron:1193.25", "Iron:1526.42", "", "", "", "", "", "Iron:1032.79", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"", "", "", "", "", "", "", "", "", "", "", "Iron:289.47", "", "Iron:710.82", "Iron:1275.16", "", "", "", "", "", "", "Iron:1647.46", "", "", "", "Iron:1237.33", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:13.49", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"", "", "", "", "", "", "", "", "", "", "", "Iron:23.35", "", "", "", "", "", "", "Iron:997.06", "", "", "", "", "", "", "", "Iron:1441.05", "", "", "", "", "Iron:1068.18", "Iron:1245.98", "Iron:973.79", "", "Iron:538.37", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Zinc:2392.22", "Iron:1146.12|Uranium:1481.78", "", "", "Iron:1968.47", "", "Iron:1019.51", "Iron:1741.58", "", "", "", "Iron:1140.35", "Iron:1194.8", "", "Iron:912.02", "", "Iron:792.01", "", "", "", "", "", "", "", "", "", "Iron:354.18", "", "Iron:385.33", "", "", "", "", "", "", "", "", "", "", ""
"", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:1542.5", "", "", "", "", "", "", "", "", "", "", "Iron:1081.57", "", "", "", "Iron:1214.92", "", "", "", "", "", "", "", "", "Iron:421.84", "", "", "Iron:491.09", "", "", "", "", "Iron:297.76", "", "", "Iron:63.94", "", "", "", "", "", "", ""
"", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:193.22", "", "", "Iron:1031.69", "", "", "", "Iron:2056.63", "Iron:1346.33", "Iron:1166.42", "", "Iron:1058.33", "", "Iron:1208.28", "Iron:2174.2", "", "Iron:1236.83", "", "", "Iron:1051.31", "Iron:1105.09", "", "", "Iron:663.04", "", "", "", "", "", "Iron:618.65", "Iron:1176.33", "", "Iron:430.92", "Iron:243.72", "", "", "", "", "", "", "", "", ""
"", "", "Iron:94.01", "Iron:148.21", "Iron:43.45", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:32.13", "", "Iron:358.74", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:1246.83", "Iron:854.02", "", "", "", "", "", "", "", "Iron:996.71", "Iron:720.91", "Iron:1319.68", "Iron:524.22", "", "Iron:253.79", "", "", "Iron:70.77", "Iron:35.01", "", "", "", "", ""
"", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:121.86", "", "Iron:879.12", "", "", "", "", "", "", "", "", "", "Iron:819.41", "", "", "", "", "", "", "", "", "Iron:113.34", "", "", "Iron:268.08", "", "Iron:140.39", "", "", "", "Iron:220.3", "Iron:167.52", "", "", "", ""
"", "", "Iron:167.69", "", "", "Iron:234.2", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:13.67", "", "", "", "", "", "Iron:65.82", "", "", "", "", "Iron:679.26", "", "", "Iron:336.88", "", "", "", "Iron:1329.24", "", "Iron:234.17", "Iron:102.04", ""
"", "", "", "Iron:729.2", "Iron:310.53", "", "", "", "", "Iron:209.31", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:94.69", "", "Iron:711.49", "", "", "", "", "Iron:1002.3", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:940.55", "", "", "Iron:1458.92|Copper:1469.35", "", "", "Iron:228.67"
"", "", "Iron:162.01", "", "", "Iron:1139.16", "Iron:716.22", "", "", "", "", "", "", "Lead:16.35", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:40.13", "", "Iron:368.72", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:32.87", "Iron:130.56", "", "", "", "", "", "", "", "", "", "Iron:1765.53", "", "", "", ""
"", "", "Iron:230.58", "", "Iron:1029.13", "Iron:1161.25", "", "", "", "", "", "Iron:20.74", "", "Iron:48.27", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:221.79", "Iron:1200.06", "", "", "Iron:1242.23", "", "", "", "Iron:1054.97", "", "Iron:1006.59", "", "Iron:685.17", "Silver:513.74", "Marble:202.63", "", "", "", "", "", "", "", "", "Iron:981.64", "Iron:828.82", "", "Iron:1028.28", "", ""
"", "", "Iron:182.38", "Iron:298.4", "", "", "", "Copper:1827.13", "Iron:1279.21", "", "", "", "", "", "", "Iron:47.71", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:281.66|Silver:195.7", "Iron:768.83", "Iron:965.26", "Iron:1311.56", "Iron:801.14", "", "Iron:1343.88", "Iron:1092.78", "", "Iron:1329.72", "", "", "", "Iron:742.03", "", "", "", "", "", "", "", "", "", "", "Iron:771.46", "", "Iron:1070.01", ""
"Iron:953.17", "", "", "", "Iron:575.08", "Iron:1132.53", "", "Iron:1762.03", "", "Iron:823.91", "", "Iron:657.02", "", "Iron:576.73", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:432.3", "", "Iron:563.84", "Iron:539.12", "", "", "", "", "", "", "Iron:1009.64", "", "", "", "", "Iron:10.68", "", "", "Uranium:68.92", "Iron:177.44", "Iron:1333.25", "", "", ""
"", "", "Iron:1010.84", "", "Silver:959.91", "", "", "", "", "", "Copper:1003.23", "", "Iron:965.28", "Iron:882.54", "", "", "", "", "", "Iron:66.59", "Iron:63.13", "", "Iron:57.73", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:19.92", "", "Iron:1001.94|Zinc:803.98", "", "Iron:1021.78", "", "Iron:1161.84", "Iron:1058.13", "Iron:1004.62", "Iron:717.5", "", "", "", "", "", "", "", "Iron:227.4", "", "", ""
"", "", "", "", "Iron:601.44", "Iron:625.77", "", "", "", "Iron:1038.23", "", "", "Iron:1066.3", "", "", "Iron:883.39", "", "", "", "Iron:102.59", "", "", "", "Iron:199.76", "", "Iron:215.1", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:1651.08", "", "Iron:241.19", "", "", "", "", "", "", "", "Iron:1072.67", ""
"Iron:333.08", "", "Zinc:579.26", "", "", "", "", "", "Iron:1003.75", "Iron:899.05", "", "", "Iron:1008.48", "", "Iron:1209.18", "", "", "", "", "", "", "Iron:1323.62", "Iron:549.1", "Iron:517.24", "", "", "", "Iron:584.74", "", "Iron:306.63", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:1094.06", "", "", "", "", "", "", "", "", "", ""
"", "", "", "", "", "Iron:34.39", "Iron:334.94", "Iron:290.51", "", "", "", "", "", "", "Iron:1101.06", "", "", "", "", "", "", "", "", "", "", "Iron:481.92", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:24.82", "", "Iron:631.34", "", "Iron:894.8", "", "", "", "", "", "", "", "", ""
"", "", "", "", "", "", "", "", "", "Iron:591.29", "", "Iron:1029.11", "", "Iron:1040.91", "", "", "", "", "", "Iron:969.19", "", "", "Iron:540.6", "Iron:501.4", "", "", "", "", "", "", "Iron:372.71", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:108.21", "", "Iron:592.38", "", "", "", "", "", "", "", "", "", ""
"", "", "", "", "", "", "Iron:11.02", "Iron:10.5", "", "", "", "Iron:894.03", "", "", "Zinc:1192.74", "", "Iron:1842.53", "", "", "", "Iron:316.01", "", "Iron:892.86", "Iron:666.46", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:339.58", "", "Iron:487.68|Zinc:297.53", "Iron:283.09", "", "", "", "", ""
"", "", "", "", "Iron:45.29", "", "", "", "", "", "", "Iron:405.95", "", "", "", "", "", "Iron:1960.39", "Iron:899.38", "Iron:812.97", "", "Iron:822.41", "", "", "", "", "", "", "", "", "Iron:330.17", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"Iron:1034.27|Zinc:1052.3", "", "", "Copper:1010.95", "", "", "Iron:729.84", "", "", "", "", "Iron:212.22", "", "", "", "", "", "", "Iron:623.64", "", "", "Iron:455.56", "Iron:679.85", "", "", "", "", "Iron:121.82", "", "", "", "", "", "", "", "", "", "", "Iron:102.74", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:14.96", "", "", "", "", "", "Iron:71.22"
"Iron:1200.7", "", "", "", "", "", "", "", "", "", "Iron:63.38", "", "", "", "", "", "", "Iron:487.75", "", "", "", "Iron:92.49|Gold:96.19", "Iron:175.66", "Iron:123.08", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:432.21", "Silver:106.81", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"", "Iron:1343.48", "", "", "Iron:1711.34", "Iron:1730.22", "", "", "", "Iron:1499.67", "", "", "", "", "", "Copper:458.16", "Iron:784.84", "Iron:1366.29", "", "", "", "Iron:21.97", "Iron:131.51", "", "", "", "Iron:155.83", "", "", "", "", "Iron:120.22", "", "", "", "", "", "", "", "", "Iron:158.57", "Iron:556.54", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"", "", "", "", "", "", "", "", "Iron:1370.61", "Iron:1238.25|Tin:1138.61", "Iron:1820.82", "Iron:1331.94", "", "", "", "", "Iron:574.61", "", "Copper:292.91", "Coal:455.62", "", "Iron:257.17", "", "", "", "Iron:216.13", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:263.42", "Iron:901.17", "", "Iron:387.14", "Iron:656.58", "", "Iron:448.1", "", "", "", "Iron:16.71", "", "", "", "", "", "", "", "", ""
"", "", "Iron:1041.53", "", "", "", "", "", "Iron:1016.66", "Iron:1043.42", "", "", "", "", "", "Iron:2082.82", "", "", "", "", "Iron:694.7", "", "", "", "", "", "", "", "", "Iron:27.58", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:356.55", "", "", "", "", "", "", "", "", "", "", "", ""
"", "", "", "", "", "", "", "", "", "", "Iron:1331.2", "Iron:1001.68", "", "", "Uranium:2021.19", "", "Iron:2623.13", "", "Copper:1518.52", "", "Iron:1760.41", "", "Iron:1618.09", "", "", "", "Iron:1328.18", "Iron:1039.37", "", "Iron:542.43", "Iron:422.88", "", "", "", "", "", "", "", "", "", "Iron:143.12", "", "", "Iron:236.28", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"", "", "", "", "", "", "", "", "", "", "", "Gems:1332.33", "Iron:1071.16", "", "", "", "Iron:2005.82", "", "", "Iron:1067.03", "", "Iron:1082.47", "", "", "", "", "", "Iron:2051.36", "", "", "", "", "Iron:446.43", "", "Iron:689.97", "", "Iron:191.39", "", "", "Iron:72.64", "", "Iron:442.86", "", "Gems:458.3", "Iron:108.03", "Iron:40.67", "", "", "", "", "", "", "", "", "", "", "", "", "", "Obsidian:1008.05"
"", "", "", "", "", "", "", "Iron:1913.09", "", "Iron:1196.23", "", "", "", "", "", "", "", "Zinc:1268.26", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:462.46", "Iron:266.5", "", "", "Iron:881.01", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:351.33", "", ""
"", "", "", "", "Iron:1428.18", "", "", "", "", "", "Iron:1088.31", "", "", "", "", "", "Iron:939.22", "", "Iron:1014.21", "Iron:1390.75", "", "Iron:1111", "", "", "", "Iron:1218.95", "", "", "", "Iron:1361.2", "", "", "", "", "Iron:1044.44", "", "", "", "Iron:630.9", "", "", "", "Iron:1012.55", "", "", "", "Iron:90.34", "", "", "", "", "", "", "", "", "", "", "", "", ""
"Iron:590.96", "Iron:453.93|Coal:424.66", "", "", "", "", "", "", "", "Iron:1079.89", "Iron:987.44", "", "", "Zinc:455.29", "", "Iron:1511.41", "", "", "Uranium:1342.31", "", "", "Iron:987.48", "Iron:1533.38", "Iron:1462.87", "Iron:1113.92", "Iron:1076.36", "", "", "", "", "", "Iron:1227.09", "", "", "", "", "", "Iron:1861.72", "", "", "", "", "Iron:1023.21", "", "", "", "", "Iron:139.6|Copper:136.13", "", "", "", "", "", "", "Iron:108.87", "", "Zinc:194.2", "", "", ""
"Iron:931.29", "Iron:1227", "", "", "Iron:957.12", "", "", "", "", "", "Iron:1566.34", "", "", "", "", "Iron:996.12|Zinc:1110.93", "Iron:1013.03", "", "", "Iron:1490.96", "", "Iron:1203.18", "", "", "", "", "", "", "", "", "Iron:1593.52", "", "", "", "", "", "", "", "", "Iron:2602.15", "", "", "Iron:1155.8", "Iron:1290.94", "", "", "", "", "", "Iron:499.21", "", "", "", "", "", "", "", "", "", ""
"", "", "", "", "", "", "", "Iron:1164.87", "", "Iron:967.76", "Iron:819.71", "", "", "Iron:397.78", "", "Iron:714.09", "", "", "", "", "", "Iron:1125.45", "Iron:1376.53", "Iron:2398.32", "", "", "", "", "", "Iron:1127.24", "", "", "Zinc:1010.43", "", "Iron:1362.19", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:1490.37", "Iron:1139.76", "Iron:1345.94", "Iron:743.25", "", ""
"", "", "", "", "", "", "", "Marble:1493.35", "", "", "", "", "", "", "", "", "", "", "Iron:1313.59", "Iron:1130.59", "", "Iron:1435.07", "", "", "", "", "", "", "", "", "", "Iron:1550.65", "", "", "", "Iron:1072.39", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:1077.39", "Iron:1559.26", "Iron:1315.54", "", "", "", "", "Iron:945.8", "", "Iron:975.21", "", "Iron:661.7"
"", "Iron:1443.37", "", "", "", "", "", "", "Iron:772.61", "", "Iron:2212.17", "", "", "", "", "", "", "Iron:218.4", "Iron:481.99", "", "", "", "", "Iron:1180.38", "", "", "", "Iron:1342.86", "", "", "", "Iron:983.89", "", "Iron:1875.34", "", "", "", "Iron:1086.91", "", "", "", "Iron:1039.37", "Iron:1426.28", "", "Iron:1334.74", "", "", "", "", "", "Iron:1332.86", "Copper:1416.23", "", "", "", "", "", "", "Marble:835.08", ""
"", "", "", "", "", "", "", "Iron:964.78", "Iron:917.38", "", "Iron:1238.67", "", "", "", "", "", "", "Iron:48.36", "", "", "Iron:992.12", "Iron:1145.5", "Iron:1340.21", "Iron:995.71", "", "Iron:1210.86", "", "", "Iron:1238", "", "", "", "", "", "Iron:1248.32", "", "", "", "Iron:992.79", "Iron:1045.19", "Iron:1000.15", "", "", "", "Iron:1125.94", "Iron:1105.84", "", "", "", "", "Iron:1006.64", "", "", "Copper:1059.54", "", "", "", "", "", ""
"", "Iron:1400.82", "", "", "", "", "Tin:1700.08", "Iron:1540.95", "Iron:990.34", "", "Iron:1433.18", "", "", "Iron:1595.31", "", "Iron:1918.05", "", "", "Iron:42.62", "", "Iron:361.71", "", "", "", "", "", "Iron:1022.03", "", "", "", "", "", "", "Iron:1932.35", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:770.56", "Iron:695.72", "", ""
"", "", "", "", "", "", "Iron:1162.99", "", "Iron:1012.94", "", "", "", "Iron:1049.58", "", "", "", "", "Iron:438.65", "", "", "", "", "", "", "Iron:1383.78", "", "", "", "", "Iron:1069.05|Copper:1140.89", "", "", "Iron:1658.55", "", "", "Iron:1280.05", "", "Iron:1411.79", "", "", "", "", "", "", "Iron:1046.97", "Iron:1183.63", "", "", "", "", "", "", "Iron:1499.97", "", "", "", "", "Iron:1048.69", "Iron:937.73", "Iron:711.54"
"", "", "Iron:280.49", "", "", "", "", "Iron:1331.53", "Iron:1030.65", "", "", "", "", "Iron:1011.67", "", "", "", "", "", "", "Iron:177.74", "", "", "", "", "", "", "", "Zinc:1145.53", "Iron:1154.96", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:1665.75", "", "", "", "", "", "Iron:1513.09", "", "", "", "Iron:954.58", "Iron:1539.16", "", "", "", "", "Iron:818.13"
"", "Iron:84.06", "", "Iron:880", "", "Zinc:1629.12", "", "", "", "", "", "", "", "", "", "", "Iron:1044.37", "", "", "", "Iron:870.3", "", "", "", "Iron:156.78", "", "", "Iron:1236.63", "Iron:1499.68", "", "Iron:1203.55", "", "Iron:1054.76", "", "", "Iron:1083.81", "", "", "Iron:1098.51", "", "Iron:1073.45", "", "", "Iron:1405.83", "", "", "", "Iron:1035.19", "", "", "", "Iron:1254.04", "", "", "Iron:1444.08", "Iron:955.36", "", "", "", "Iron:686.45"
"Iron:84.64", "", "", "Iron:1043.34", "", "", "", "", "", "", "", "", "Iron:1175.8", "", "", "Zinc:1260.76", "", "Iron:1034.15", "", "", "", "", "", "", "", "", "", "Iron:488.42", "", "", "", "", "", "Iron:2307.99", "", "Iron:1312", "", "", "", "", "Iron:931.27", "", "", "Iron:1136.64", "", "Iron:1007.32", "", "", "", "", "", "", "Iron:1105.03", "", "", "", "", "Iron:1141.97", "", ""
"", "Iron:128.55", "", "", "", "", "", "Copper:1836.26", "", "Silver:1046.08", "", "", "", "Iron:1213.83", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:609.27|Tin:751.12", "", "Iron:793.18", "", "", "", "Iron:824.36", "", "", "", "Iron:1523.4", "", "", "Iron:721.71", "", "Iron:892.18", "", "", "", "", "", "Iron:1619.87", "", "", "", "Iron:2441.62", "Iron:1081.07", "", "", "Iron:1699.94", "", "", "Iron:1348.03", ""
"Iron:761.66", "", "Iron:297.16", "", "Iron:502.41", "", "", "Lead:1527.04", "", "Zinc:1194.23", "", "", "", "", "", "Iron:1541.33", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:531.59", "", "Iron:1338.75", "", "", "", "", "Iron:642.48", "Iron:898.03", "", "Iron:733.36", "", "Iron:904.39", "Iron:782.93", "", "Iron:1295.02", "", "", "", "", "", "Iron:1248.33", "", "", "", "", "", "Iron:1459.5", "", "", "Iron:1040.36", ""
"", "", "", "Zinc:478.28", "", "Iron:1154", "Iron:1192.5", "Iron:1445.95", "", "Iron:1149.36", "", "", "", "", "", "Iron:1610.94", "", "", "", "", "", "Copper:1089.41", "", "", "", "", "", "", "", "", "", "", "Iron:664.47", "", "", "", "Iron:791.39", "", "Uranium:948.48", "", "", "", "", "", "", "", "", "", "Iron:1011.26", "", "", "Iron:1184.24", "", "", "", "", "", "", "", "Iron:1007.24"
"", "", "", "", "", "", "Iron:1116.83", "", "", "", "", "", "", "Iron:1230.53", "", "", "", "", "", "", "", "", "Iron:1127.04", "Iron:1034.78", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:829.44", "", "", "", "Iron:426.77", "", "Zinc:821.88", "", "", "", "", "Iron:1021.7", "Iron:920.97", "", "", ""
"", "", "Iron:1184.64", "Iron:1322.91", "", "", "", "", "", "", "", "", "", "", "", "Iron:1162.24", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:1990.34", "Iron:1161.78", "", "", "", "", "", "", "", "Iron:1526.42", "", "", "", "", "Iron:231.99", "", "", "", "Iron:65.94", "", "", "Iron:232.65", "", "Iron:879.45", "Iron:969.96", "Iron:1451.86", "", "", "", "Iron:1138.64", "", ""
"", "", "", "Iron:1277.67", "Iron:871.65", "", "", "Zinc:951.31", "", "Iron:1032.81", "", "", "", "", "", "Iron:1068.54", "", "", "", "", "Iron:1082.04", "", "", "Iron:2204.86", "Iron:1595.07", "", "Iron:1315.64", "", "", "Iron:983.31", "Iron:748.3", "Iron:374.6", "", "Iron:807.56", "Iron:919.1", "", "", "", "", "Iron:1077.93", "Iron:723.68", "", "Iron:117.41", "", "", "Iron:15.54", "", "", "", "", "", "", "", "Iron:962.37", "", "", "", "", "", ""
"", "", "Silver:1000.23", "", "", "", "", "", "", "Iron:1145.97|Tin:1089.05", "", "Iron:1188.11", "", "", "", "", "Iron:1016.09", "", "", "", "Iron:957.9", "", "", "", "Iron:909.58", "", "", "", "", "", "", "", "Iron:673.64", "", "", "Iron:587.51|Zinc:581.36", "Iron:1002.29", "", "", "", "", "Iron:479.19", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:1117.98", "", "Iron:1024", "", "", ""
