"", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:37.69|Zinc:33.13", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:1116.55", "", "", "", "", "Iron:1900.68", "", "", "Iron:1122.29", "", "Iron:1097.64"
"", "", "", "", "", "", "", "Iron:272.75|Zinc:241.61", "Iron:121.79", "Iron:251.25", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Zinc:828.37", "", "", "", "", ""
"", "", "", "", "", "Iron:165.44", "Iron:97.7", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:39.69", "", "", "", "", "", "Iron:295.06", "Iron:73.54", "", "", "Iron:326.58", "", "Iron:1235.47", "Iron:2016.09", ""
"", "", "", "", "", "", "", "Iron:627.37", "", "Iron:1006.92", "Copper:325.39", "Iron:662.25", "", "", "", "", "", "Iron:31.37", "Iron:46.76", "", "", "", "", "", "", "", "Iron:161.11", "", "Iron:33.88", "", "", "", "Iron:394.61", "", "Zinc:83.93", "", "", "Iron:683.22", "", ""
"", "", "", "", "", "", "", "", "", "", "Iron:217.87|Marble:183.35", "", "", "", "", "", "Iron:43.04", "", "", "Iron:536.19", "", "", "", "", "", "", "", "", "", "Iron:445.19", "", "", "", "", "", "", "", "", "", "Iron:580.26"
"", "", "", "", "", "", "", "", "", "Iron:23.43", "", "Iron:23.29", "", "", "", "", "", "Iron:542.5", "", "", "Iron:930.08", "", "", "Iron:1332.19", "", "", "Iron:543.75", "", "", "Iron:373.46", "", "", "Iron:692.54", "", "", "", "Iron:44.13", "", "Iron:557.25", ""
"", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:62.89", "", "Iron:426.54", "", "", "Iron:970.75", "", "", "", "", "", "", "", "", "", "", "", "Iron:1094.51", "Iron:1065.64", "Iron:1018.39", "", "", "", "Iron:363.23", "Iron:247.01"
"Silver:135.29", "", "", "", "", "Iron:224.59", "", "", "Iron:59.24", "", "", "", "", "", "", "", "Iron:120.48", "", "", "Iron:960.08", "Iron:1067.36", "", "Iron:914.68", "Iron:1219.9", "", "Iron:438.47", "", "Iron:111.63", "", "", "Iron:365.63", "", "", "Iron:1015.17", "", "Iron:1099.4", "", "", "", ""
"Iron:154.55", "", "Iron:220.81", "", "", "", "", "", "", "", "", "Iron:236.06", "", "", "", "", "", "", "", "Iron:159.04", "", "", "", "", "", "Iron:720.74", "Iron:1778.76", "", "", "", "", "", "", "Iron:824.2", "", "Iron:1011.26", "", "", "", ""
"Tin:113.26", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:327.43|Obsidian:336.11", "Iron:41.19", "", "", "", "", "", "", "Iron:109.82", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:630.03", "", "", "", "Iron:557.02", "Iron:344.53"
"", "Iron:83.91", "", "", "", "", "", "", "Iron:646.69", "", "", "", "", "", "", "Iron:154.69", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:178.09", "", "", "", "", "", "Iron:580.81", "Iron:457.34", "Iron:385.07", "", ""
"", "", "", "", "", "", "", "Iron:510.15", "", "", "Iron:1150.51", "", "", "Iron:827.18", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:376.08", "", "", "", "Iron:279.29", "", "Iron:50.42", ""
"", "", "", "", "", "", "", "", "", "Iron:116.08", "Lead:302.36", "Copper:408.93", "", "", "Iron:83.51", "", "", "", "", "Iron:20.79", "", "", "", "", "", "", "", "", "", "", "", "Iron:218.19", "", "", "", "", "", "", "", ""
"", "", "", "", "Iron:10.46|Lead:12.59", "", "", "", "", "", "", "", "", "", "Iron:59.61", "", "Iron:33.81", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:46.55", "", "", "Iron:956.93", "Iron:890.58", "", "Copper:327.84", "", "Iron:30.04|Lead:31.57", ""
"", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:41.61", "", "Iron:44.9", ""
"", "", "", "", "", "", "", "", "Silver:22.47", "", "", "", "", "Iron:9.96", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"", "", "", "", "", "Iron:28.71", "", "Iron:45.95", "", "", "", "", "", "", "Iron:55.86|Copper:51.97", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"", "", "", "", "", "Iron:56.86", "", "", "", "", "", "", "Iron:169.22", "Coal:292.62", "", "", "", "", "", "", "", "", "", "", "", "Iron:91.14", "", "Iron:23.57", "", "", "", "", "", "", "", "", "", "", "", "Iron:29.89"
"", "", "", "Iron:60.36", "", "", "Iron:91.67", "", "", "", "", "Iron:869.88", "Iron:733.75", "", "Iron:956.89", "", "", "", "", "Iron:200.76", "", "", "", "", "", "", "", "Iron:10.88", "", "", "", "", "Iron:10.05", "", "", "", "", "", "", ""
"", "", "", "", "Iron:60.76", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:418.46", "Iron:223.74", "", "", "Iron:923.83", "", "", "Iron:688.66", "", "Iron:22.57", "", "", "", "", "", "", "", "", "", "", "", ""
