"", "", "", "", "", "", "", "Iron:62.05", "", "Iron:37.71", "Copper:17.35", "Iron:11.38", "", "", "", "", "", "Iron:0.29", "Iron:0.52", "", "", "", "", "", "", "", "Iron:3.71", "", "Iron:0.31", "", "", "", "Iron:12.47", "", "Zinc:3.68", "", "", "Iron:19.12", "", ""
"", "", "", "", "", "", "", "", "", "", "Iron:9.56|Marble:8.04", "", "", "", "", "", "Iron:0.35", "", "", "Iron:19", "", "", "", "", "", "", "", "", "", "Iron:10.25", "", "", "", "", "", "", "", "", "", "Iron:9.98"
"", "", "", "", "", "", "", "", "", "Iron:0.88", "", "Iron:0.43", "", "", "", "", "", "Iron:15.18", "", "", "Iron:27.68", "", "", "Iron:28.61", "", "", "Iron:17.18", "", "", "Iron:3.05", "", "", "Iron:24.54", "", "", "", "Iron:0.59", "", "Iron:5.63", ""
"", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:0.57", "", "Iron:33.54", "", "", "Iron:18.02", "", "", "", "", "", "", "", "", "", "", "", "Iron:12.2", "Iron:19.78", "Iron:21.87", "", "", "", "Iron:4.05", "Iron:0.62"
"Silver:0.49", "", "", "", "", "Iron:5.53", "", "", "Iron:2.73", "", "", "", "", "", "", "", "Iron:1.22", "", "", "Iron:58.68", "Iron:68.16", "", "Iron:4.5", "Iron:20.97", "", "Iron:48.3", "", "Iron:7.13", "", "", "Iron:4.9", "", "", "Iron:3.67", "", "Iron:7.08", "", "", "", ""
"Iron:0.56", "", "Iron:5.8", "", "", "", "", "", "", "", "", "Iron:7.03", "", "", "", "", "", "", "", "Iron:24.44", "", "", "", "", "", "Iron:18.94", "Iron:217.38", "", "", "", "", "", "", "Iron:18.97", "", "Iron:1.24", "", "", "", ""
"Tin:0.82", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:4.01|Obsidian:4.12", "Iron:0.6", "", "", "", "", "", "", "Iron:2.7", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:19.9", "", "", "", "Iron:5.07", "Iron:3.48"
"", "Iron:1.23", "", "", "", "", "", "", "Iron:28.37", "", "", "", "", "", "", "Iron:1.89", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:14.57", "", "", "", "", "", "Iron:9.22", "Iron:2.59", "Iron:2.18", "", ""
"", "", "", "", "", "", "", "Iron:20.17", "", "", "Iron:43.09", "", "", "Iron:10.13", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:16.5", "", "", "", "Iron:1.38", "", "Iron:0.1", ""
"", "", "", "", "", "", "", "", "", "Iron:2.86", "Lead:11.95", "Copper:17.04", "", "", "Iron:3.48", "", "", "", "", "Iron:0.42", "", "", "", "", "", "", "", "", "", "", "", "Iron:4.69", "", "", "", "", "", "", "", ""
"", "", "", "", "Iron:0.27|Lead:0.33", "", "", "", "", "", "", "", "", "", "Iron:0.95", "", "Iron:0.25", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:2.26", "", "", "Iron:41.98", "Iron:67.26", "", "Copper:4.79", "", "Iron:0.3|Lead:0.32", ""
"", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:0.61", "", "Iron:0.96", ""
"", "", "", "", "", "", "", "", "Silver:0.16", "", "", "", "", "Iron:0.23", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"", "", "", "", "", "Iron:0.8", "", "Iron:1.63", "", "", "", "", "", "", "Iron:2.09|Copper:1.95", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"", "", "", "", "", "Iron:1.8", "", "", "", "", "", "", "Iron:9.02", "Coal:19.51", "", "", "", "", "", "", "", "", "", "", "", "Iron:4.64", "", "Iron:3.4", "", "", "", "", "", "", "", "", "", "", "", "Iron:0.27"
"", "", "", "Iron:1.3", "", "", "Iron:1.12", "", "", "", "", "Iron:27.48", "Iron:12.61", "", "Iron:23.56", "", "", "", "", "Iron:10.21", "", "", "", "", "", "", "", "Iron:0.69", "", "", "", "", "Iron:0.11", "", "", "", "", "", "", ""
"", "", "", "", "Iron:0.34", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:8.99", "Iron:3.85", "", "", "Iron:32.74", "", "", "Iron:3.39", "", "Iron:0.16", "", "", "", "", "", "", "", "", "", "", "", ""
